29	19	17	2	12	30	33	29	12	12	12	12	19	17	12	12	12	0	12	11	
12	19	17	2	12	12	24	20	20	20	20	20	14	17	12	7	1	9	12	2	
8	19	17	10	1	4	19	16	18	18	18	18	18	22	7	9	12	12	12	10	
0	19	17	12	12	2	19	17	7	1	1	1	4	12	0	12	11	3	8	12	
9	19	17	12	12	2	19	17	0	12	12	12	10	1	9	12	2	12	0	12	
20	14	17	12	12	2	19	17	6	3	8	12	12	12	12	12	10	1	9	12	
18	18	22	11	3	5	19	17	12	12	0	12	11	3	8	12	12	12	12	31	
3	3	3	5	24	20	14	17	7	1	9	12	2	12	6	8	12	12	12	34	
20	20	20	20	14	16	18	22	0	12	12	11	5	12	12	6	3	8	12	34	
18	18	18	18	18	22	7	1	9	12	12	2	12	12	12	12	12	0	12	34	
12	7	1	1	4	12	0	12	12	12	12	10	1	1	1	1	1	9	12	34	
12	0	12	12	10	1	9	24	20	20	20	20	20	20	20	20	20	20	21	30	
12	6	3	8	12	12	12	19	16	18	18	18	18	18	18	18	18	13	15	20	
12	12	12	0	12	12	12	19	17	11	3	8	12	12	12	12	12	23	18	18	
12	12	12	6	3	3	8	19	17	2	12	6	8	12	12	12	12	12	12	12	
20	20	20	20	20	21	0	19	17	2	12	12	6	8	12	12	12	12	12	12	
18	18	18	18	13	17	0	19	17	10	1	4	12	0	12	24	20	20	20	20	
12	7	1	4	19	17	0	19	17	12	12	2	12	6	8	19	16	18	18	18	
12	0	12	2	19	17	0	19	17	11	3	5	12	12	0	19	17	31	35	28	
1	9	12	2	19	17	0	19	17	2	12	12	12	12	0	19	17	34	27	32	
