35	35	35	35	39	25	27	32	19	15	20	21	0	12	12	2	12	12	12	34	
25	25	25	25	25	25	25	32	23	18	13	17	6	3	3	5	12	31	35	39	
33	33	38	27	25	37	33	29	12	12	19	15	20	20	20	21	31	39	25	25	
12	12	30	33	33	29	12	12	12	12	23	18	18	18	13	17	34	25	25	37	
20	20	20	20	21	12	12	12	12	11	3	8	12	12	19	17	30	38	25	32	
18	18	18	13	17	12	12	12	11	5	12	0	24	20	14	17	12	34	27	36	
31	35	28	19	17	12	12	12	2	12	7	9	19	16	18	22	31	39	25	26	
34	26	32	19	17	12	12	12	10	1	9	12	19	17	31	35	39	25	26	25	
30	33	29	19	17	12	12	12	12	12	24	20	14	17	34	25	25	25	37	33	
12	24	20	14	17	11	3	8	12	12	19	16	18	22	30	33	33	33	29	12	
12	19	16	18	22	2	12	6	8	12	19	17	12	12	24	20	20	20	20	20	
28	19	17	12	12	2	12	12	0	12	19	17	12	12	19	16	18	18	18	18	
32	19	15	20	21	10	1	1	9	12	19	17	12	12	19	17	11	3	3	3	
32	23	18	13	17	12	12	12	12	12	19	17	12	12	19	17	2	12	12	12	
36	28	12	19	15	20	21	31	35	28	19	17	12	12	19	17	10	4	12	7	
26	32	12	23	18	13	17	34	26	32	19	17	12	12	19	15	21	10	1	9	
37	29	12	12	12	19	17	30	33	29	19	17	12	12	23	13	15	20	20	20	
29	12	7	1	4	19	15	20	20	20	14	17	11	3	8	23	18	18	18	18	
21	7	9	12	2	23	18	18	18	18	18	22	2	12	0	12	12	12	7	1	
17	0	12	12	2	12	12	31	35	28	12	12	2	12	0	12	7	1	9	12	
