39	26	36	28	19	15	20	20	14	17	2	19	17	12	24	20	20	14	17	10	
25	25	27	32	23	18	18	18	18	22	2	19	17	12	19	16	18	18	22	12	
26	25	37	29	12	12	11	3	8	12	2	19	15	20	14	17	7	1	1	4	
37	33	29	12	11	3	5	12	6	3	5	23	18	18	18	22	0	12	12	2	
32	12	12	11	5	12	12	12	12	12	12	12	7	1	1	1	9	12	12	2	
36	28	12	2	12	7	1	1	1	1	4	12	0	12	12	12	12	12	11	5	
26	32	12	10	1	9	12	12	12	12	10	1	9	12	12	12	12	11	5	12	
25	36	28	24	20	20	20	20	20	20	20	20	20	21	12	12	11	5	12	12	
26	25	32	19	16	18	18	18	18	18	18	18	13	17	11	3	5	12	12	12	
25	37	29	19	17	12	31	35	35	35	35	28	19	17	2	12	24	20	20	20	
33	29	12	19	17	12	34	25	25	26	25	32	19	17	2	12	19	16	18	18	
12	12	12	19	17	12	34	27	25	25	37	29	19	17	2	12	19	17	11	3	
35	28	24	14	17	31	39	25	37	33	29	12	19	17	10	4	19	17	2	12	
27	32	19	16	22	34	26	25	32	12	12	12	19	17	12	2	19	17	10	1	
33	29	19	17	12	34	25	26	36	28	12	12	19	17	11	5	19	15	20	20	
12	12	19	17	31	39	27	25	26	32	12	12	19	17	2	12	23	18	18	18	
12	12	19	17	34	25	25	25	25	36	35	28	19	17	10	4	12	7	1	4	
3	8	19	17	34	25	25	25	26	25	26	32	19	17	12	2	12	0	12	2	
12	0	19	17	34	27	37	33	33	38	25	32	19	17	11	5	12	0	12	2	
12	0	19	17	30	33	29	12	12	34	26	32	19	17	2	12	7	9	12	2	
