12	2	19	17	12	12	19	17	12	0	19	17	6	3	5	24	20	20	20	20	
12	2	19	17	12	12	19	17	12	0	19	15	20	20	20	14	16	18	18	18	
12	2	19	17	12	12	19	17	7	9	23	18	18	18	18	18	22	12	31	35	
11	5	19	17	12	12	19	17	0	12	12	12	12	12	12	31	35	35	39	27	
5	12	19	17	12	12	19	17	0	12	12	12	12	12	12	34	25	25	25	25	
20	20	14	17	12	12	19	17	6	8	24	20	20	20	21	30	33	38	25	26	
18	18	18	22	12	12	19	17	12	0	19	16	18	13	15	20	21	34	27	37	
12	11	3	8	12	12	19	17	7	9	19	17	12	23	18	13	17	30	33	29	
12	2	12	6	3	8	19	17	0	12	19	17	12	12	12	19	17	12	12	12	
12	10	4	12	12	0	19	17	0	12	19	17	12	12	12	19	17	11	3	3	
12	12	2	12	7	9	19	17	6	8	19	17	12	12	12	19	17	2	12	12	
12	12	2	12	0	12	19	17	12	0	19	15	20	21	12	19	17	2	24	20	
12	11	5	12	0	12	19	17	12	0	23	18	13	17	12	19	17	2	19	16	
3	5	12	12	0	24	14	17	12	0	12	12	19	15	20	14	17	2	19	17	
20	20	21	7	9	19	16	22	7	9	12	12	23	18	18	18	22	2	19	17	
18	13	17	0	12	19	17	12	0	12	11	3	8	12	12	12	12	2	19	17	
8	19	17	0	12	19	17	12	6	3	5	12	6	3	3	3	3	5	19	17	
0	19	17	0	12	19	17	12	24	20	20	20	20	20	20	20	20	20	14	17	
9	19	17	6	8	19	17	12	19	16	18	18	18	18	18	18	18	18	18	22	
12	19	17	12	0	19	17	12	19	17	11	3	8	12	7	1	1	1	4	12	
