14	17	31	35	28	12	12	12	19	17	12	12	23	18	18	22	31	35	28	12	
18	22	34	25	36	35	35	28	19	17	12	12	12	12	12	12	34	27	32	12	
12	31	39	25	25	25	25	32	19	17	12	12	12	12	12	31	39	25	32	12	
35	39	26	25	37	33	33	29	19	17	7	1	1	4	12	34	26	25	36	35	
25	26	25	27	32	12	12	12	19	17	0	12	12	2	12	34	25	25	26	25	
33	38	25	25	36	28	12	12	19	17	6	3	3	5	12	30	38	27	25	37	
12	34	26	25	25	32	24	20	14	17	12	12	12	12	12	12	30	38	25	32	
12	30	33	33	33	29	19	16	18	22	12	12	12	31	35	28	12	34	27	36	
20	20	20	20	20	20	14	17	7	1	4	12	31	39	25	36	35	39	25	25	
18	18	18	18	18	18	18	22	0	12	2	12	34	25	27	25	26	25	25	25	
3	8	12	12	12	12	12	12	0	12	2	12	30	38	25	25	25	25	37	33	
12	0	12	12	12	12	12	12	0	12	2	12	12	34	25	26	37	33	29	12	
7	9	24	20	20	20	20	21	0	12	10	4	12	34	27	25	32	12	12	12	
9	12	19	16	18	18	13	17	6	8	12	2	12	30	33	33	29	12	12	12	
12	12	19	17	12	12	19	15	21	6	3	5	12	24	20	20	20	20	20	20	
3	8	19	17	12	12	23	13	15	20	20	20	20	14	16	18	18	18	18	18	
12	0	19	17	11	3	8	23	18	18	18	18	18	18	22	12	12	11	3	3	
12	0	19	17	2	12	0	12	12	12	12	12	11	3	8	12	11	5	12	12	
12	0	19	17	2	12	6	8	12	11	3	3	5	12	6	3	5	12	12	12	
12	0	19	17	10	4	12	6	3	5	12	12	12	24	20	20	20	20	20	21	
