19	17	0	12	19	17	2	23	18	22	7	9	12	12	12	12	11	3	8	24	
14	17	6	8	19	17	10	1	1	1	9	12	7	1	4	12	2	12	0	19	
18	22	12	0	19	17	12	12	12	12	12	7	9	12	2	12	2	12	0	19	
1	4	12	0	19	17	12	12	12	7	1	9	12	12	2	12	10	1	9	23	
12	10	1	9	19	17	12	7	1	9	12	12	11	3	5	12	12	12	12	31	
20	20	21	12	19	17	7	9	12	12	12	12	2	12	12	7	1	4	12	34	
18	13	17	12	19	17	0	12	12	12	12	12	2	12	12	0	12	2	12	30	
12	19	17	12	19	17	6	3	3	8	12	12	2	12	12	0	12	10	4	12	
20	14	17	12	19	17	12	12	12	6	8	12	2	12	12	0	12	12	2	12	
18	18	22	12	19	17	12	12	12	12	0	12	10	4	12	0	12	12	10	4	
4	12	12	12	19	17	12	12	12	7	9	12	12	2	12	6	3	8	12	10	
2	24	20	20	14	17	12	12	7	9	12	11	3	5	12	12	12	6	8	12	
5	19	16	18	18	22	12	12	0	12	12	2	12	12	7	1	4	12	0	12	
20	14	17	12	11	3	8	12	0	12	12	10	4	12	0	12	2	12	0	12	
18	18	22	11	5	12	0	12	0	12	12	12	10	1	9	12	10	1	9	12	
12	11	3	5	12	7	9	12	0	12	12	12	12	12	24	20	20	20	20	20	
12	2	12	12	7	9	12	7	9	12	12	12	12	12	19	16	18	18	18	18	
21	10	1	1	9	12	7	9	12	12	11	3	3	8	19	17	7	1	4	12	
17	12	12	12	12	12	0	12	12	11	5	12	12	0	19	17	0	12	10	4	
22	7	1	1	1	1	9	12	11	5	12	12	12	0	19	17	0	12	12	10	
