12	12	12	12	12	2	19	15	20	20	20	14	17	12	34	26	36	35	39	26	
11	3	8	12	12	2	23	18	18	18	18	18	22	31	39	25	27	25	26	25	
5	12	6	3	3	5	12	12	12	12	12	12	12	34	25	26	25	27	25	37	
20	20	20	20	20	20	20	20	20	20	20	20	21	30	33	38	25	25	27	32	
18	18	18	18	18	18	18	18	18	18	18	13	17	12	12	30	38	27	25	32	
3	8	12	11	3	3	8	12	12	12	12	19	17	12	12	12	30	38	27	36	
12	0	12	2	12	12	6	8	12	12	12	19	17	11	3	8	12	30	38	25	
12	6	3	5	12	12	12	6	3	8	12	19	17	2	12	0	12	12	34	27	
20	20	20	20	20	20	20	20	21	6	8	19	17	10	1	9	12	12	34	25	
18	18	18	18	18	18	18	13	17	12	0	19	15	21	12	12	31	35	39	26	
12	12	12	12	12	12	12	19	17	7	9	23	13	17	12	12	34	25	25	37	
20	20	20	20	20	21	12	19	17	0	12	12	19	17	12	12	30	38	27	32	
18	18	18	18	13	17	12	19	17	0	12	12	19	15	20	20	21	34	25	36	
31	35	35	28	19	15	20	14	17	6	3	8	23	18	18	13	17	30	38	26	
34	26	25	32	23	18	18	18	22	12	12	6	3	3	8	19	17	12	30	38	
30	33	33	29	12	12	7	1	1	1	4	12	12	12	0	19	17	12	12	34	
20	20	20	21	12	12	0	12	12	12	10	1	1	1	9	19	17	12	12	34	
18	18	13	17	12	12	6	3	8	12	12	12	12	12	12	19	17	31	35	39	
8	12	19	17	12	12	12	12	0	12	12	12	11	3	8	19	17	34	25	26	
6	8	19	17	7	1	4	12	0	24	20	21	2	12	0	19	17	34	25	25	
