17	31	35	28	23	18	18	22	6	3	5	12	30	38	27	36	35	28	12	34	
17	34	27	32	12	12	12	12	24	20	20	20	21	34	25	25	25	36	35	39	
22	30	33	29	12	12	12	12	19	16	18	13	17	30	33	38	25	27	25	26	
8	12	12	12	12	12	12	12	19	17	12	19	15	20	21	34	25	25	26	37	
6	3	3	3	3	8	12	12	19	17	12	23	18	13	17	30	38	25	37	29	
12	12	12	12	12	6	8	12	19	17	31	35	28	19	17	12	34	26	32	12	
12	7	1	4	12	12	0	12	19	17	34	27	32	19	17	12	30	33	29	12	
12	0	12	2	12	12	0	24	14	17	34	25	32	19	15	20	20	20	20	20	
1	9	12	10	1	1	9	19	16	22	30	33	29	23	18	18	18	18	18	18	
12	24	20	20	20	20	20	14	17	12	12	12	12	12	12	12	12	12	12	12	
20	14	16	18	18	18	18	18	22	11	3	8	24	20	20	20	20	20	20	20	
18	18	22	11	3	3	3	3	3	5	12	0	19	16	18	18	18	18	18	18	
4	12	12	2	12	12	12	12	12	12	7	9	19	17	12	12	12	12	12	12	
2	12	12	10	1	4	12	12	12	7	9	12	19	17	12	12	12	12	12	12	
5	12	12	12	12	10	1	1	1	9	12	12	19	15	20	20	20	20	20	21	
20	20	20	20	20	20	20	20	20	21	12	12	23	18	18	18	18	18	13	17	
18	18	18	18	18	18	18	18	13	17	7	1	1	4	12	7	1	4	19	17	
31	35	28	12	7	1	1	4	19	17	0	12	12	2	12	0	12	2	19	17	
34	25	32	12	0	12	12	2	19	17	6	8	12	10	1	9	12	2	19	15	
30	33	29	12	0	12	12	2	19	17	12	6	8	12	12	12	12	2	23	18	
