18	18	18	22	12	12	11	3	8	19	15	21	12	19	17	12	19	17	12	2	
12	31	35	28	12	11	5	12	0	23	13	17	12	19	17	12	19	17	11	5	
35	39	26	32	12	2	12	7	9	12	19	17	12	19	17	12	19	17	2	12	
25	26	37	29	12	10	1	9	12	12	19	17	12	19	17	12	19	17	2	12	
33	33	29	24	20	20	20	21	12	12	19	17	12	19	17	12	19	17	10	1	
20	20	20	14	16	18	13	15	20	20	14	17	12	19	17	12	19	17	12	12	
18	18	18	18	22	12	23	18	18	18	18	22	12	19	15	20	14	17	12	11	
3	8	12	12	11	3	8	12	12	12	12	12	12	23	18	18	18	22	11	5	
12	6	3	3	5	12	6	3	3	8	12	11	3	8	12	11	3	3	5	12	
12	12	12	12	24	20	20	20	21	0	12	2	12	0	12	2	24	20	20	20	
1	1	4	12	19	16	18	13	17	6	3	5	12	6	3	5	19	16	18	18	
12	12	10	4	19	17	12	19	15	20	20	20	20	20	20	20	14	17	7	1	
8	12	12	2	19	17	12	23	18	18	18	18	18	18	18	18	18	22	0	12	
0	12	12	2	19	17	12	11	3	3	3	3	3	3	8	12	12	7	9	12	
9	12	12	2	19	17	11	5	12	12	12	12	12	12	0	12	12	0	12	12	
12	11	3	5	19	17	2	12	12	12	12	12	12	12	0	12	12	6	3	3	
3	5	12	12	19	17	2	24	20	20	20	20	20	21	6	8	12	12	12	24	
20	20	20	20	14	17	2	19	16	18	18	18	13	17	12	6	3	3	8	19	
18	18	18	18	18	22	2	19	17	12	12	12	19	17	12	12	12	12	0	19	
12	31	35	35	28	12	2	19	17	31	35	28	19	17	12	24	20	21	0	19	
