9	12	12	34	27	25	25	25	26	32	12	19	17	0	19	17	12	19	17	6	
12	12	12	30	33	33	33	38	25	36	28	19	17	0	19	17	12	19	17	12	
1	1	4	12	12	12	12	34	25	25	32	19	17	0	19	15	20	14	17	31	
12	12	10	1	4	12	12	30	33	33	29	19	17	0	23	18	18	13	17	34	
3	8	12	12	10	1	4	24	20	20	20	14	17	6	8	12	12	19	17	30	
12	6	8	12	12	12	2	19	16	18	18	18	22	12	0	12	12	19	15	20	
28	12	6	3	3	3	5	19	17	7	1	1	4	12	0	12	12	23	18	18	
32	24	20	20	20	20	20	14	17	0	12	12	10	1	9	12	12	12	12	12	
29	19	16	18	18	18	18	18	22	6	8	24	20	20	20	20	20	20	20	20	
12	19	17	7	1	1	1	4	12	12	0	19	16	18	18	18	18	18	18	18	
4	19	17	0	12	12	12	2	12	7	9	19	17	11	3	3	8	12	12	12	
2	19	17	6	8	12	12	2	12	0	12	19	17	2	12	12	6	3	8	12	
5	19	17	12	0	12	12	10	1	9	12	19	17	10	1	4	12	12	0	12	
12	19	17	7	9	24	20	20	20	20	20	14	17	12	12	2	12	12	6	3	
28	19	17	0	12	19	16	18	18	18	18	18	22	12	12	10	1	4	12	12	
32	19	17	0	12	19	17	11	3	8	12	12	11	3	8	12	12	2	12	12	
29	19	17	6	8	19	17	2	12	6	3	3	5	12	6	3	3	5	12	12	
20	14	17	12	0	19	17	2	24	20	20	20	20	20	20	20	20	20	20	20	
18	18	22	7	9	19	17	2	19	16	18	18	18	18	18	18	18	18	18	18	
8	12	12	0	12	19	17	2	19	17	7	1	4	12	12	12	7	1	1	1	
