9	12	2	12	12	2	12	12	19	15	20	14	17	7	1	9	12	34	25	25	
12	12	2	12	12	2	12	12	23	18	18	18	22	0	12	12	12	34	26	25	
3	3	5	12	11	5	12	7	1	1	1	1	1	9	12	12	12	30	33	33	
20	20	20	21	2	12	12	0	12	12	12	12	12	12	7	1	4	12	12	12	
18	18	13	17	10	4	12	6	8	12	11	3	8	12	0	12	2	12	12	7	
3	8	19	17	12	2	12	12	6	3	5	12	0	12	0	12	10	1	1	9	
12	0	19	17	11	5	12	12	12	12	12	12	0	12	6	8	12	12	12	24	
21	0	19	17	2	12	12	7	1	1	1	1	9	12	12	0	12	12	12	19	
17	0	19	17	10	1	1	9	12	12	24	20	20	20	21	0	12	12	12	19	
22	0	19	15	20	20	20	20	20	20	14	16	18	13	17	6	8	12	12	19	
12	0	23	18	18	18	18	18	18	18	18	22	12	19	17	12	6	8	12	19	
7	9	12	12	12	12	12	12	12	12	12	12	12	19	17	12	12	0	12	23	
9	24	20	20	20	20	20	20	20	20	20	20	20	14	17	12	7	9	12	11	
12	19	16	18	18	18	18	18	18	18	18	18	18	18	22	7	9	12	11	5	
12	19	17	12	12	11	3	3	8	12	7	1	4	12	7	9	12	12	2	12	
12	19	17	12	12	2	12	12	0	12	0	12	2	12	0	12	12	12	10	4	
28	19	17	12	12	10	1	1	9	12	6	3	5	12	6	3	3	8	12	2	
32	19	15	20	20	20	20	20	20	20	20	20	20	20	20	20	21	6	3	5	
32	23	18	18	18	18	18	18	18	18	18	18	18	18	18	13	15	20	21	12	
36	35	28	12	11	3	3	3	8	12	31	35	35	35	28	23	18	13	17	11	
