32	12	0	12	2	19	17	12	12	12	31	35	28	12	31	35	28	12	12	12	
29	12	6	3	5	19	17	31	35	35	39	26	36	35	39	25	36	35	35	35	
12	12	12	12	12	19	17	34	25	25	27	25	27	25	25	27	25	26	25	26	
12	11	3	8	12	19	17	30	38	26	37	33	38	27	25	37	33	38	25	37	
12	2	12	6	8	19	17	12	30	33	29	12	30	33	33	29	12	30	33	29	
12	2	12	12	0	19	17	12	24	20	20	20	20	21	12	24	20	20	20	20	
11	5	12	7	9	19	17	12	19	16	18	18	13	17	12	19	16	18	18	18	
2	12	7	9	12	19	17	12	19	17	12	12	19	17	12	19	17	31	35	28	
5	12	0	12	12	19	15	20	14	17	12	12	19	15	20	14	17	34	26	32	
12	12	6	3	8	23	18	18	18	22	12	12	23	18	18	18	22	30	33	29	
12	12	12	12	0	12	31	35	35	35	35	28	12	31	35	35	28	12	12	12	
12	12	12	12	0	12	34	25	27	25	27	36	35	39	25	26	32	12	12	12	
12	12	12	7	9	12	30	38	25	26	25	25	26	25	27	37	29	12	12	12	
1	4	12	0	12	12	12	30	38	25	26	25	25	37	33	29	24	20	20	20	
12	2	12	6	3	3	8	12	30	38	25	25	37	29	12	12	19	16	18	18	
3	5	12	12	12	12	0	12	12	34	27	37	29	12	24	20	14	17	31	35	
20	20	20	20	21	12	0	12	12	30	33	29	12	12	19	16	18	22	34	27	
18	18	18	13	17	12	6	3	8	12	24	20	20	20	14	17	12	12	30	33	
31	35	28	19	17	12	12	12	0	12	19	16	18	18	18	22	12	12	12	12	
39	26	32	19	17	12	12	7	9	12	19	17	7	1	1	4	12	31	35	35	
