38	25	36	35	39	27	32	12	12	23	18	22	12	31	35	28	12	12	23	18	
34	27	25	26	25	25	36	35	35	28	12	12	12	34	25	32	12	12	31	35	
34	25	26	25	27	25	27	25	25	32	12	31	35	39	26	32	12	31	39	26	
39	27	37	33	38	27	25	25	27	36	35	39	26	25	37	29	12	34	25	25	
26	37	29	12	34	25	37	33	38	25	25	27	25	27	32	12	31	39	27	37	
25	32	12	31	39	26	32	12	30	38	25	25	37	33	29	12	34	27	25	32	
25	32	12	34	26	25	36	28	12	34	26	25	32	12	12	12	34	25	25	32	
26	32	12	34	25	27	25	36	35	39	25	27	36	35	35	35	39	27	37	29	
33	29	12	30	38	25	26	25	25	26	25	25	27	25	25	26	25	25	32	12	
12	12	12	12	30	38	25	25	25	25	27	37	33	33	33	38	25	27	36	35	
7	1	4	12	12	30	38	25	27	37	33	29	12	12	12	30	33	38	25	25	
0	12	10	4	12	12	34	25	37	29	24	20	20	20	21	12	12	30	38	27	
9	12	12	10	4	12	34	26	32	12	19	16	18	13	17	12	12	12	34	25	
12	12	12	12	2	12	34	25	32	24	14	17	12	19	17	12	12	12	30	33	
12	11	3	3	5	12	30	33	29	19	16	22	12	19	17	12	12	12	12	12	
12	2	24	20	20	20	20	21	12	19	17	12	12	19	15	20	20	21	31	35	
3	5	19	16	18	18	13	17	12	19	17	12	12	23	18	18	13	17	34	26	
20	20	14	17	12	12	19	17	12	19	17	7	1	1	1	4	19	17	30	33	
18	18	18	22	12	12	19	17	12	19	17	0	12	12	12	2	19	17	12	12	
12	7	1	1	1	4	19	17	12	19	17	0	12	12	12	2	19	17	12	7	
